"Қазақстан Республикасының Бюджет кодексі" Қазақстан Республикасының 2008 жылғы 4 желтоқсандағы кодексінің 9 - бабының 2 - тармағына , "Қазақстан Республикасындағы жергілікті мемлекеттік басқару және өзін-өзі басқару туралы" Қазақстан Республикасының 2001 жылғы 23 қаңтардағы Заңының 6 - бабының 1 - тармағының 1) тармақшасына сәйкес Жаңақорған аудандық мәслихаты ШЕШІМ ҚАБЫЛДАДЫ:

1. "2019 - 2021 жылдарға арналған аудандық бюджет туралы" Жаңақорған аудандық мәслихатының 2018 жылғы 26 желтоқсандағы № 286 шешіміне (нормативтік құқықтық актілерді мемлекеттік тіркеу Тізілімінде 6603 нөмірімен тіркелген, Қазақстан Республикасының нормативтік құқықтық актілердің эталондық бақылау банкінде 2019 жылғы 11 қаңтарда жарияланған) мынадай өзгерістер енгізілсін:

аталған шешімнің 1 - тармағы жаңа редакцияда жазылсын:

"1. 2019 - 2021 жылдарға арналған аудандық бюджет тиісінше 1, 2, 3 - қосымшаларға сәйкес, оның ішінде 2019 жылға мынадай көлемдерде бекітілсін:

1) кірістер – 18 191 894,7 мың теңге, оның ішінде:

салықтық түсімдер – 2 069 771,3 мың теңге;

салықтық емес түсімдер – 24 247 мың теңге;

негізгі капиталды сатудан түсетін түсімдер – 22 289 мың теңге;

трансферттердің түсімдері –16 075 587,4 мың теңге;

2) шығындар – 18 369 683,7 мың теңге;

3) таза бюджеттік кредит беру – 0;

бюджеттік кредиттер – 0;

бюджеттік кредиттерді өтеу – 108 644 мың теңге;

4) қаржы активтерімен операциялар бойынша сальдо – 0;

қаржы активтерін сатып алу – 0;
	|		|	103	|	Жергілікті атқарушы органның шұғыл шығындарға арналған резервінің есебінен іс - шаралар өткізуге арналған мемлекеттік басқарудың басқа деңгейлеріне берілетін трансферттер	|	252,5
	|		|	113	|	Жергілікті бюджеттерден берілетін ағымдағы нысаналы трансферттер	|	367712,6
	|	805	|		|	Ауданның (облыстық маңызы бар қаланың) мемлекеттік сатып алу бөлімі	|	14529,5
	|		|	001	|	Жергілікті деңгейде мемлекеттік сатып алуды басқару саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	14529,5
	|	453	|		|	Ауданның (облыстық маңызы бар қаланың) экономика және бюджеттік жоспарлау бөлімі	|	43725,9
	|		|	001	|	Экономикалық саясатты, мемлекеттік жоспарлау жүйесін қалыптастыру және дамыту саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	42166,9
	|		|	004	|	Мемлекеттік органның күрделі шығыстары	|	1559
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	20962,9
	|		|	001	|	Жергілікті деңгейде тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	20962,9
	|	493	|		|	Ауданың (облыстық маңызы бар қаланың) кәсіпкерлік, өнеркәсіп және туризм бөлімі	|	17225,8
	|		|	001	|	Жергілікті деңгейде кәсіпкерлікті, өнеркәсіпті және туризмді дамыту саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	17225,8
	|	801	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту, әлеуметтік бағдарламалар және азаматтық хал актілерін тіркеу бөлімі	|	79984,8
	|		|	001	|	Жергілікті деңгейде жұмыспен қамту, әлеуметтік бағдарламалар және азаматтық хал актілерін тіркеу саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	58525,8
	|		|	003	|	Мемлекеттік органның күрделі шығыстары	|	12246
	|		|	032	|	Ведомстволық бағыныстағы мемлекеттік мекемелер мен ұйымдардың күрделі шығыстары	|	9213
02	|		|		|	Қорғаныс	|	10994,6
	|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	5999,3
	|		|	005	|	Жалпыға бірдей әскери міндетті атқару шеңберіндегі іс - шаралар	|	5999,3
	|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	4995,3
	|		|	006	|	Аудан (облыстық маңызы бар қала) ауқымындағы төтенше жағдайлардың алдын алу және оларды жою	|	1688
	|		|	007	|	Аудандық (қалалық) ауқымдағы дала өрттерінің, сондай-ақ мемлекеттік өртке қарсы қызмет органдары құрылмаған елдi мекендерде өрттердің алдын алу және оларды сөндіру жөніндегі іс - шаралар	|	3307,3
03	|		|		|	Қоғамдық тәртіп, қауіпсіздік, құқықтық, сот, қылмыстық - атқару қызметі	|	7640
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	7640
	|		|	021	|	Елдi мекендерде жол қозғалысы қауiпсiздiгін қамтамасыз ету	|	7640
04	|		|		|	Бiлiм беру	|	10217803,3
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	373867,8
	|		|	004	|	Мектепке дейінгі тәрбие мен оқыту ұйымдарының қызметін қамтамасыз ету	|	245045
	|		|	041	|	Мектепке дейінгі білім беру ұйымдарында мемлекеттік білім беру тапсырысын іске асыруға	|	128822,8
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	3442
	|		|	037	|	Мектепке дейiнгi тәрбие және оқыту объектілерін салу және реконструкциялау	|	3442
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	1329
	|		|	005	|	Ауылдық жерлерде балаларды мектепке дейін тегін алып баруды және кері алып келуді ұйымдастыру	|	1329
	|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	9359323,4
	|		|	003	|	Жалпы білім беру	|	9125323,4
	|		|	006	|	Балаларға қосымша білім беру	|	234000
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	7958
	|		|	021	|	Бастауыш, негізгі орта және жалпы орта білім беру объектілерін салу және реконструкциялау	|	7958
	|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	471883,1
	|		|	001	|	Жергілікті деңгейде білім беру саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	51602
	|		|	004	|	Ауданның (областык маңызы бар қаланың) мемлекеттік білім беру мекемелерінде білім беру жүйесін ақпараттандыру	|	129772
	|		|	005	|	Ауданның (областык маңызы бар қаланың) мемлекеттік білім беру мекемелер үшін оқулықтар мен оқу - әдiстемелiк кешендерді сатып алу және жеткізу	|	205371,8
	|		|	007	|	Аудандық (қалалалық) ауқымдағы мектеп олимпиадаларын және мектептен тыс іс - шараларды өткiзу	|	878
	|		|	015	|	Жетім баланы (жетім балаларды) және ата-аналарының қамқорынсыз қалған баланы (балаларды) күтіп - ұстауға қамқоршыларға (қорғаншыларға) ай сайынға ақшалай қаражат төлемі	|	12848
	|		|	029	|	Балалар мен жасөспірімдердің психикалық денсаулығын зерттеу және халыққа психологиялық - медициналық - педагогикалық консультациялық көмек көрсету	|	14361,3
	|		|	067	|	Ведомстволық бағыныстағы мемлекеттік мекемелер мен ұйымдардың күрделі шығыстары	|	57050
05	|		|		|	Денсаулық сақтау	|	157
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	157
	|		|	002	|	Шұғыл жағдайларда сырқаты ауыр адамдарды дәрігерлік көмек көрсететін ең жақын денсаулық сақтау ұйымына дейін жеткізуді ұйымдастыру	|	157
06	|		|		|	Әлеуметтiк көмек және әлеуметтiк қамсыздандыру	|	2710037,5
	|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	5007
	|		|	030	|	Патронат тәрбиешілерге берілген баланы (балаларды) асырап бағу	|	5007
	|	801	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту, әлеуметтік бағдарламалар және азаматтық хал актілерін тіркеу бөлімі	|	1715609
	|		|	010	|	Мемлекеттік атаулы әлеуметтік көмек	|	1715609
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	20937
	|		|	003	|	Мұқтаж азаматтарға үйінде әлеуметтік көмек көрсету	|	20937
	|	801	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту, әлеуметтік бағдарламалар және азаматтық хал актілерін тіркеу бөлімі	|	919996,5
	|		|	004	|	Жұмыспен қамту бағдарламасы	|	588044
	|		|	006	|	Ауылдық жерлерде тұратын денсаулық сақтау, білім беру, әлеуметтік қамтамасыз ету, мәдениет, спорт және ветеринар мамандарына отын сатып алуға Қазақстан Республикасының заңнамасына сәйкес әлеуметтік көмек көрсету	|	50681
	|		|	007	|	Тұрғын үйге көмек көрсету	|	15166
	|		|	008	|	1999 жылдың 26 шілдесінде "Отан", "Даңқ" ордендерімен марапатталған, "Халық Қаһарманы" атағын және республиканың құрметті атақтарын алған азаматтарды әлеуметтік қолдау	|	58
	|		|	009	|	Үйден тәрбиеленіп оқытылатын мүгедек балаларды материалдық қамтамасыз ету	|	7739
	|		|	011	|	Жергілікті өкілетті органдардың шешімі бойынша мұқтаж азаматтардың жекелеген топтарына әлеуметтік көмек	|	109713
	|		|	014	|	Мұқтаж азаматтарға үйде әлеуметтiк көмек көрсету	|	14391,2
	|		|	017	|	Оңалтудың жеке бағдарламасына сәйкес мұқтаж мүгедектердi мiндеттi гигиеналық құралдармен қамтамасыз ету, қозғалуға қиындығы бар бірінші топтағы мүгедектерге жеке көмекшінің және есту бойынша мүгедектерге қолмен көрсететiн тіл маманының қызметтерін ұсыну	|	84026
	|		|	023	|	Жұмыспен қамту орталықтарының қызметін қамтамасыз ету	|	50178,3
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	643
	|		|	050	|	Қазақстан Республикасында мүгедектердің құқықтарын қамтамасыз ету және өмір сүру сапасын жақсарту	|	643
	|	801	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту, әлеуметтік бағдарламалар және азаматтық хал актілерін тіркеу бөлімі	|	47845
	|		|	018	|	Жәрдемақыларды және басқа да әлеуметтік төлемдерді есептеу, төлеу мен жеткізу бойынша қызметтерге ақы төлеу	|	13293
	|		|	050	|	Қазақстан Республикасында мүгедектердің құқықтарын қамтамасыз ету және өмір сүру сапасын жақсарту	|	34552
07	|		|		|	Тұрғын үй - коммуналдық шаруашылық	|	114759
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	325
	|		|	049	|	Көп пәтерлі тұрғын үйлерде энергетикалық аудит жүргізу	|	325
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	37155
	|		|	004	|	Инженерлік - коммуникациялық инфрақұрылымды жобалау, дамыту және (немесе) жайластыру	|	37155
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	4327
	|		|	006	|	Сумен жабдықтау және су бұру жүйесін дамыту	|	4327
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	71692
	|		|	008	|	Елді мекендердегі көшелерді жарықтандыру	|	30489
	|		|	011	|	Елді мекендерді абаттандыру мен көгалдандыру	|	41203
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	1260
	|		|	016	|	Елдi мекендердiң санитариясын қамтамасыз ету	|	1260
08	|		|		|	Мәдениет, спорт, туризм және ақпараттық кеңістiк	|	568179,6
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	153547
	|		|	006	|	Жергілікті деңгейде мәдени - демалыс жұмыстарын қолдау	|	153547
	|	455	|		|	Ауданның (облыстық маңызы бар қаланың) мәдениет және тілдерді дамыту бөлімі	|	95550
	|		|	003	|	Мәдени - демалыс жұмысын қолдау	|	94353
	|		|	009	|	Тарихи - мәдени мұра ескерткіштерін сақтауды және оларға қол жетімділікті қамтамасыз ету	|	1197
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	1034
	|		|	011	|	Мәдениет объектілерін дамыту	|	1034
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	3615
	|		|	028	|	Жергілікті деңгейде дене шынықтыру - сауықтыру және спорттық іс - шараларды іске асыру	|	3615
	|	465	|		|	Ауданның (облыстық маңызы бар қаланың) дене шынықтыру және спорт бөлімі	|	95835,3
	|		|	001	|	Жергілікті деңгейде дене шынықтыру және спорт саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	17512,2
	|		|	004	|	Мемлекеттік органның күрделі шығыстары	|	520
	|		|	005	|	Ұлттық және бұқаралық спорт түрлерін дамыту	|	44743,1
	|		|	006	|	Аудандық (облыстық маңызы бар қалалық) деңгейде спорттық жарыстар өткiзу	|	5966
	|		|	007	|	Әртүрлi спорт түрлерi бойынша аудан (облыстық маңызы бар қала) құрама командаларының мүшелерiн дайындау және олардың облыстық спорт жарыстарына қатысуы	|	27094
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	2000
	|		|	008	|	Cпорт объектілерін дамыту	|	2000
	|	455	|		|	Ауданның (облыстық маңызы бар қаланың) мәдениет және тілдерді дамыту бөлімі	|	131620,9
	|		|	006	|	Аудандық (қалалық) кiтапханалардың жұмыс iстеуi	|	130555,9
	|		|	007	|	Мемлекеттiк тiлдi және Қазақстан халқының басқа да тiлдерін дамыту	|	1065
	|	456	|		|	Ауданның (облыстық маңызы бар қаланың) ішкі саясат бөлімі	|	6502
	|		|	002	|	Мемлекеттік ақпараттық саясат жүргізу жөніндегі қызметтер	|	6502
	|	455	|		|	Ауданның (облыстық маңызы бар қаланың) мәдениет және тілдерді дамыту бөлімі	|	26893,2
	|		|	001	|	Жергілікті деңгейде тілдерді және мәдениетті дамыту саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	23992,2
	|		|	010	|	Мемлекеттік органның күрделі шығыстары	|	321
	|		|	032	|	Ведомстволық бағыныстағы мемлекеттік мекемелер мен ұйымдардың күрделі шығыстары	|	2580
	|	456	|		|	Ауданның (облыстық маңызы бар қаланың) ішкі саясат бөлімі	|	51582,2
	|		|	001	|	Жергілікті деңгейде ақпарат, мемлекеттілікті нығайту және азаматтардың әлеуметтік сенімділігін қалыптастыру саласында мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	20963,8
	|		|	003	|	Жастар саясаты саласында іс - шараларды іске асыру	|	12562,4
	|		|	006	|	Мемлекеттік органның күрделі шығыстары	|	18056
09	|		|		|	Отын - энергетика кешенi және жер қойнауын пайдалану	|	88154
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	88154
	|		|	036	|	Газ тасымалдау жүйесін дамыту	|	88154
10	|		|		|	Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары	|	428508,4
	|	462	|		|	Ауданның (облыстық маңызы бар қаланың) ауыл шаруашылығы бөлімі	|	92084,7
	|		|	001	|	Жергілікте деңгейде ауыл шаруашылығы саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	92084,7
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	38407,5
	|		|	010	|	Ауыл шаруашылығы объектілерін дамыту	|	38407,5
	|	473	|		|	Ауданның (облыстық маңызы бар қаланың) ветеринария бөлімі	|	216702,5
	|		|	001	|	Жергілікті деңгейде ветеринария саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	34686,5
	|		|	006	|	Ауру жануарларды санитарлық союды ұйымдастыру	|	867
	|		|	007	|	Қаңғыбас иттер мен мысықтарды аулауды және жоюды ұйымдастыру	|	4529
	|		|	008	|	Алып қойылатын және жойылатын ауру жануарлардың, жануарлардан алынатын өнімдер мен шикізаттың құнын иелеріне өтеу	|	425
	|		|	009	|	Жануарлардың энзоотиялық аурулары бойынша ветеринариялық іс-шараларды жүргізу	|	12588
	|		|	010	|	Ауыл шаруашылығы жануарларын сәйкестендіру жөніндегі іс - шараларды өткізу	|	1954
	|		|	011	|	Эпизоотияға қарсы іс - шаралар жүргізу	|	161653
	|	463	|		|	Ауданның (облыстық маңызы бар қаланың) жер қатынастары бөлімі	|	33473,7
	|		|	001	|	Аудан (облыстық маңызы бар қала) аумағында жер қатынастарын реттеу саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	16683,7
	|		|	004	|	Жердi аймақтарға бөлу жөнiндегi жұмыстарды ұйымдастыру	|	12523
	|		|	006	|	Аудандардың, облыстық маңызы бар, аудандық маңызы бар қалалардың, кенттердiң, ауылдардың, ауылдық округтердiң шекарасын белгiлеу кезiнде жүргiзiлетiн жерге орналастыру	|	3000
	|		|	007	|	Мемлекеттік органның күрделі шығыстары	|	1267
	|	462	|		|	Ауданның (облыстық маңызы бар қаланың) ауыл шаруашылығы бөлімі	|	47840
	|		|	099	|	Мамандарға әлеуметтік қолдау көрсету жөніндегі шараларды іске асыру	|	47840
11	|		|		|	Өнеркәсіп, сәулет, қала құрылысы және құрылыс қызметі	|	31772,7
	|	466	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет, қала құрылысы және құрылыс бөлімі	|	31772,7
	|		|	001	|	Құрылыс, облыс қалаларының, аудандарының және елді мекендерінің сәулеттік бейнесін жақсарту саласындағы мемлекеттік саясатты іске асыру және ауданның (облыстық маңызы бар қаланың) аумағын оңтайла және тиімді қала құрылыстық игеруді қамтамасыз ету жөніндегі қызметтер	|	31772,7
12	|		|		|	Көлiк және коммуникация	|	213029
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	19165
	|		|	045	|	Елді - мекендер көшелеріндегі автомобиль жолдарын күрделі және орташа жөндеу	|	19165
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	172625
	|		|	023	|	Автомобиль жолдарының жұмыс істеуін қамтамасыз ету	|	22390
	|		|	045	|	Аудандық маңызы бар автомобиль жолдарын және елді - мекендердің көшелерін күрделі және орташа жөндеу	|	150235
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй - коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	21239
	|		|	037	|	Әлеуметтік маңызы бар қалалық (ауылдық), қала маңындағы және ауданішілік қатынастар бойынша жолаушылар тасымалдарын субсидиялау	|	21239
13	|		|		|	Басқалар	|	274784,5
	|	493	|		|	Ауданың (облыстық маңызы бар қаланың) кәсіпкерлік, өнеркәсіп және туризм бөлімі	|	633
	|		|	006	|	Кәсіпкерлік қызметті қолдау	|	633
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	23046
	|		|	040	|	Өңірлерді дамытудың 2020 жылға дейінгі бағдарламасы шеңберінде өңірлерді экономикалық дамытуға жәрдемдесу бойынша шараларды іске асыру	|	23046
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	251105,5
