
"Қазақстан Республикасының Бюджет кодексі" Қазақстан Республикасының 2008 жылғы 4 желтоқсандағы
кодексіне , "Қазақстан Республикасындағы жергілікті мемлекеттік басқару және өзін-өзі басқару туралы" Қазақстан Республикасының 2001 жылғы 23 қаңтардағы Заңының 6-бабының 1-тармағының
1) тармақшасына сәйкес Қармақшы аудандық мәслихаты
ШЕШІМ ҚАБЫЛДАДЫ:


1. "2014-2016 жылдарға арналған аудандық бюджет туралы" Қармақшы аудандық мәслихатының 2013 жылғы 25 желтоқсандағы кезекті 24-сессиясының
N 140 шешіміне (нормативтік құқықтық актілердің мемлекеттік тіркеу тізілімінде 4574 нөмірімен тіркелген, аудандық "Қармақшы таңы" газетінің 2014 жылғы 18 қаңтарда жарияланған) мынадай өзгерістер мен толықтырулар енгізілсін:



1-тармақта :


1), 2) тармақшалар мынадай редакцияда жазылсын:


"1) кірістер – 7 753 180 мың теңге, оның ішінде:


салықтық түсімдер – 1 014 994 мың теңге;


салықтық емес түсімдер – 4 425 мың теңге;


негізгі капиталды сатудан түсетін түсімдер – 8 500 мың теңге;


трансферттер түсімі – 6 725 261 мың теңге;


2) шығындар – 7 687 765 мың теңге;";


4) тармақша мынадай редакцияда жазылсын:


"4) қаржы активтерімен операциялар бойынша сальдо – 142 799 мың теңге;


қаржы активтерін сатып алу – 142 799 мың теңге;


мемлекеттің қаржы активтерін сатудан түсетін түсімдер – 0;";



4-тармақ мынадай мазмұндағы 14) тармақшамен толықтырылсын:


"14) мектеп оқушыларына электрондық білім беру жүйесін енгізуге – 1 013 мың теңге.";



5-тармақтың 1) тармақшасы мынадай редакцияда жазылсын:


"1) мектепке дейінгі білім беру ұйымдарында мемлекеттік білім беру тапсырысын іске асыруға – 190 683 мың теңге;";



5-тармақ мынадай мазмұндағы 5) – 7) тармақшалармен толықтырылсын:


"5) мемлекеттік атаулы әлеуметтік көмек төлеуге – 12 017 мың теңге;


6) 18 жасқа дейінгі балаларға мемлекеттік жәрдемақыларды төлеуге – 12 000 мың теңге;


7) мемлекеттік мекемелердің мемлекеттік қызметшілер болып табылмайтын жұмыскерлерінің, сондай-ақ жергілікті бюджеттерден қаржыландырылатын мемлекеттік кәсіпорындардың жұмыскерлерінің лауазымдық айлықақысына ерекше еңбек жағдайлары үшін ай сайынғы үстемеақы төлеуге – 135 251 мың теңге.";



6-тармақ мынадай мазмұндағы 15) тармақшамен толықтырылсын:


"15) Жосалы кенті Мүсірбаев көшесі бойындағы коммуналдық меншіктегі ғимаратының құрылысы – 155 162 мың теңге.";



7-тармақ мынадай мазмұндағы 5) тармақшамен толықтырылсын:


"5) мамандандырылған уәкілетті ұйымдардың жарғылық капиталдарын ұлғайтуға – 8 099 мың теңге.";


"2014-2016 жылдарға арналған аудандық бюджет туралы" Қармақшы аудандық мәслихатының 2013 жылғы 25 желтоқсандағы кезекті 24-сессиясының N 140
шешімінің 1 ,
4 ,
	|	02	|		|	Мемлекеттік басқарудың жоғары тұрған органдарынан түсетін трансферттер	|	6725261
	|		|	2	|	Облыстық бюджеттен түсетін трансферттер	|	6725261
Функционалдық топ	|	Сомасы, мың теңге
	|	Бюджеттік бағдарламалардың әкiмшiсi
	|		|	Бағдарлама
	|		|		|	Атауы
	|		|		|	2.Шығындар	|	7687765
01	|		|		|	Жалпы сипаттағы мемлекеттiк қызметтер	|	397304
	|	112	|		|	Аудан (облыстық маңызы бар қала) мәслихатының аппараты	|	19142
	|		|	001	|	Аудан (облыстық маңызы бар қала) мәслихатының қызметін қамтамасыз ету жөніндегі қызметтер	|	18007
	|		|	003	|	Мемлекеттік органның күрделі шығыстары	|	1135
	|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	91319
	|		|	001	|	Аудан (облыстық маңызы бар қала) әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	90098
	|		|	003	|	Мемлекеттік органның күрделі шығыстары	|	1221
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	229372
	|		|	001	|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің қызметін қамтамасыз ету жөніндегі қызметтер	|	220725
	|		|	022	|	Мемлекеттік органның күрделі шығыстары	|	8647
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	27707
	|		|	001	|	Ауданның (облыстық маңызы бар қаланың) бюджетін орындау және ауданның (облыстық маңызы бар қаланың) коммуналдық меншігін басқару саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	23431
	|		|	003	|	Салық салу мақсатында мүлiктi бағалауды жүргiзу	|	1686
	|		|	011	|	Коммуналдық меншiкке түскен мүлiктi есепке алу, сақтау, бағалау және сату	|	640
	|		|	018	|	Мемлекеттік органның күрделі шығыстары	|	1950
	|	453	|		|	Ауданның (облыстық маңызы бар қаланың) экономика және бюджеттік жоспарлау бөлімі	|	20572
	|		|	001	|	Экономикалық саясатты, мемлекеттік жоспарлау жүйесін қалыптастыру және дамыту және ауданды (облыстық маңызы бар қаланы) басқару саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	17442
	|		|	004	|	Мемлекеттік органның күрделі шығыстары	|	3130
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	9192
	|		|	040	|	Мемлекеттік органдардың объектілерін дамыту	|	9192
02	|		|		|	Қорғаныс	|	2806
	|	122	|		|	Аудан (облыстық маңызы бар қала) әкімінің аппараты	|	2806
	|		|	005	|	Жалпыға бірдей әскери міндетті атқару шеңберіндегі іс-шаралар	|	2430
	|		|	006	|	Аудан (облыстық маңызы бар қала) ауқымындағы төтенше жағдайлардың алдын алу және оларды жою	|	376
03	|		|		|	Қоғамдық тәртіп, қауіпсіздік, құқықтық, сот, қылмыстық-атқару қызметі	|	3167
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	3167
	|		|	021	|	Елдi мекендерде жол қозғалысы қауiпсiздiгін қамтамасыз ету	|	3167
04	|		|		|	Бiлiм беру	|	4179849
	|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	4120390
	|		|	001	|	Жергілікті деңгейде білім беру саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	19222
	|		|	003	|	Жалпы білім беру	|	2737083
	|		|	005	|	Ауданның (облыстық маңызы бар қаланың) мемлекеттік білім беру мекемелер үшін оқулықтар мен оқу-әдiстемелiк кешендерді сатып алу және жеткізу	|	18690
	|		|	006	|	Балаларға қосымша білім беру	|	106502
	|		|	007	|	Аудандық (қалалық) ауқымдағы мектеп олимпиадаларын және мектептен тыс іс-шараларды өткізу	|	1500
	|		|	009	|	Мектепке дейінгі тәрбие ұйымдарының қызметін қамтамасыз ету	|	618778
	|		|	015	|	Жетім баланы (жетім балаларды) және ата-аналарының қамқорынсыз қалған баланы (балаларды) күтіп-ұстауға асыраушыларына ай сайынғы ақшалай қаражат төлемдері	|	11145
	|		|	019	|	Ауданның (облыстық маңызы бар қаланың) мемлекеттік білім беру мекемелеріне жұмыстағы жоғары көрсеткіштері үшін гранттарды табыс ету	|	1500
	|		|	040	|	Мектепке дейінгі білім беру ұйымдарында мемлекеттік білім беру тапсырысын іске асыруға	|	146936
	|		|	067	|	Ведомстволық бағыныстағы мемлекеттiк мекемелерiнiң және ұйымдарының күрделi шығыстары	|	459034
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	59459
	|		|	037	|	Білім беру объектілерін салу және реконструкциялау	|	59459
05	|		|		|	Денсаулық сақтау	|	176
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	176
	|		|	002	|	Шұғыл жағдайларда сырқаты ауыр адамдарды дәрігерлік көмек көрсететін ең жақын денсаулық сақтау ұйымына жеткізуді ұйымдастыру	|	176
06	|		|		|	Әлеуметтік көмек және әлеуметтік қамсыздандыру	|	466473
	|	451	|		|	Ауданның (облыстық маңызы бар қаланың) жұмыспен қамту және әлеуметтік бағдарламалар бөлімі	|	465296
	|		|	001	|	Жергілікті деңгейде халық үшін әлеуметтік бағдарламаларды жұмыспен қамтуды қамтамасыз етуді іске асыру саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	41226
	|		|	002	|	Еңбекпен қамту бағдарламасы	|	26965
	|		|	004	|	Ауылдық жерлерде тұратын денсаулық сақтау, бiлiм беру, әлеуметтiк қамтамасыз ету, мәдениет, спорт және ветеринар мамандарына отын сатып алуға Қазақстан Республикасының заңнамасына сәйкес әлеуметтiк көмек көрсету	|	9361
	|		|	005	|	Мемлекеттік атаулы әлеуметтік көмек	|	19889
	|		|	006	|	Тұрғын үйге көмек көрсету	|	108931
	|		|	007	|	Жергілікті өкілетті органдардың шешімі бойынша мұқтаж азаматтардың жекелеген топтарына әлеуметтік көмек	|	73522
	|		|	010	|	Үйден тәрбиеленіп оқытылатын мүгедек балаларды материалдық қамтамасыз ету	|	3551
	|		|	011	|	Жәрдемақыларды және басқа да әлеуметтік төлемдерді есептеу, төлеу мен жеткізу бойынша қызметтерге ақы төлеу	|	2341
	|		|	014	|	Мұқтаж азаматтарға үйде әлеуметтік көмек көрсету	|	41304
	|		|	016	|	18 жасқа дейінгі балаларға мемлекеттік жәрдемақылар	|	90155
	|		|	017	|	Мүгедектерді оңалту жеке бағдарламасына сәйкес, мұқтаж мүгедектерді міндетті гигиеналық құралдармен және ымдау тілі мамандарының қызмет көрсетуін, жеке көмекшілермен қамтамасыз ету	|	42613
	|		|	021	|	Мемлекеттік органның күрделі шығыстары	|	3200
	|		|	050	|	Мүгедектердің құқықтарын қамтамасыз ету және өмір сүру сапасын жақсарту жөніндегі іс-шаралар жоспарын іске асыру	|	2238
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	1177
	|		|	050	|	Мүгедектердің құқықтарын қамтамасыз ету және өмір сүру сапасын жақсарту жөніндегі іс-шаралар жоспарын іске асыру	|	1177
07	|		|		|	Тұрғын үй-коммуналдық шаруашылық	|	1528959
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	503217
	|		|	008	|	Елді мекендерде көшелерді жарықтандыру	|	21246
	|		|	009	|	Елді мекендердің санитариясын қамтамасыз ету	|	14766
	|		|	011	|	Елді мекендерді абаттандыру мен көгалдандыру	|	467205
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	224192
	|		|	004	|	Азаматтардың жекелеген санаттарын тұрғын үймен қамтамасыз ету	|	2940
	|		|	015	|	Елдi мекендердегі көшелердi жарықтандыру	|	217456
	|		|	031	|	Кондиминиум объектісіне техникалық паспорттар дайындау	|	3496
	|		|	049	|	Көп пәтерлі тұрғын үйлерде энергетикалық аудит жүргізу	|	300
	|	464	|		|	Ауданның (облыстық маңызы бар қаланың) білім бөлімі	|	12493
	|		|	026	|	Жұмыспен қамту 2020 жол картасы бойынша қалаларды және ауылдық елді мекендерді дамыту шеңберінде объектілерді жөндеу	|	12493
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	789057
	|		|	003	|	Коммуналдық тұрғын үй қорының тұрғын үйін жобалау, салу және (немесе) сатып алу	|	73000
	|		|	004	|	Инженерлiк коммуникациялық инфрақұрылымды жобалау, дамыту, жайластыру және (немесе) сатып алу	|	33304
	|		|	005	|	Коммуналдық шаруашылығын дамыту	|	194862
	|		|	058	|	Елді мекендердегі сумен жабдықтау және су бұру жүйелерін дамыту	|	480850
	|		|	072	|	Жұмыспен қамту 2020 жол картасы шеңберінде қызметтік тұрғын үй салуға және (немесе) сатып алуға, инженерлік-коммуникациялық инфрақұрылымды дамытуға және (немесе) сатып алуға және жастарға арналған жатақханаларды салуға, сатып алуға, салып бітіруге берілетін нысаналы даму трансферттері	|	7041
08	|		|		|	Мәдениет, спорт, туризм және ақпараттық кеңістiк	|	415889
	|	455	|		|	Ауданның (облыстық маңызы бар қаланың) мәдениет және тілдерді дамыту бөлімі	|	304312
	|		|	001	|	Жергілікті деңгейде тілдерді және мәдениетті дамыту саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	13866
	|		|	003	|	Мәдени-демалыс жұмысын қолдау	|	239904
	|		|	006	|	Аудандық (қалалық) кітапханалардың жұмыс iстеуi	|	48153
	|		|	007	|	Мемлекеттік тілді және Қазақстан халықтарының басқа да тілдерін дамыту	|	308
	|		|	010	|	Мемлекеттік органның күрделі шығыстары	|	2081
	|	456	|		|	Ауданның (облыстық маңызы бар қаланың) ішкі саясат бөлімі	|	30509
	|		|	001	|	Жергілікті деңгейде ақпарат, мемлекеттілікті нығайту және азаматтардың әлеуметтік сенімділігін қалыптастыру саласында мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	18635
	|		|	002	|	Газеттер мен журналдар арқылы мемлекеттік ақпараттық саясат жүргізу жөніндегі қызметтер	|	4200
	|		|	003	|	Жастар саясаты саласында іс-шараларды іске асыру	|	4000
	|		|	005	|	Телерадио хабарларын тарату арқылы мемлекеттік ақпараттық саясатты жүргізу жөніндегі қызметтер	|	3674
	|	465	|		|	Ауданның (облыстық маңызы бар қаланың) Дене шынықтыру және спорт бөлімі	|	60433
	|		|	001	|	Жергілікті деңгейде дене шынықтыру және спорт саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	6829
	|		|	006	|	Аудандық (облыстық маңызы бар қалалық) деңгейде спорттық жарыстар өткiзу	|	1549
	|		|	007	|	Әртүрлі спорт түрлерi бойынша аудан (облыстық маңызы бар қала) құрама командаларының мүшелерін дайындау және олардың облыстық спорт жарыстарына қатысуы	|	52055
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	20635
	|		|	011	|	Мәдениет объектілерін дамыту	|	20635
10	|		|		|	Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары	|	168938
	|	462	|		|	Ауданның (облыстық маңызы бар қаланың) ауыл шаруашылығы бөлімі	|	40187
	|		|	001	|	Жергілікті деңгейде ауыл шаруашылығы саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	15826
	|		|	099	|	Мамандардың әлеуметтік көмек көрсетуі жөніндегі шараларды іске асыру	|	24361
	|	463	|		|	Ауданның (облыстық маңызы бар қаланың) жер қатынастары бөлімі	|	19259
	|		|	001	|	Аудан (облыстық маңызы бар қала) аумағында жер қатынастарын реттеу саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	10294
	|		|	004	|	Жерді аймақтарға бөлу жөніндегі жұмыстарды ұйымдастыру	|	4000
	|		|	006	|	Аудандық маңызы бар қалалардың, кенттердiң, ауылдардың, ауылдық округтердiң шекарасын белгiлеу кезiнде жүргiзiлетiн жерге орналастыру	|	2974
	|		|	007	|	Мемлекеттік органның күрделі шығыстары	|	1991
	|	473	|		|	Ауданның (облыстық маңызы бар қаланың) ветеринария бөлімі	|	109492
	|		|	001	|	Жергілікті деңгейде ветеринария саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	9638
	|		|	003	|	Мемлекеттік органның күрделі шығыстары	|	1848
	|		|	006	|	Ауру жануарларды санитарлық союды ұйымдастыру	|	5700
	|		|	007	|	Қаңғыбас иттер мен мысықтарды аулауды және жоюды ұйымдастыру	|	2301
	|		|	009	|	Жануарлардың энзоотиялық аурулары бойынша ветеринариялық іс-шараларды жүргізу	|	5568
	|		|	010	|	Ауыл шаруашылығы жануарларын сәйкестендіру жөніндегі іс-шараларды жүргізу	|	2179
	|		|	011	|	Эпизоотияға қарсы іс-шаралар жүргізу	|	55258
	|		|	032	|	Ведомстволық бағыныстағы мемлекеттік мекемелерінің және ұйымдарының күрделі шығыстары	|	27000
11	|		|		|	Өнеркәсіп, сәулет, қала құрылысы және құрылыс қызметі	|	39406
	|	467	|		|	Ауданның (облыстық маңызы бар қаланың) құрылыс бөлімі	|	15828
	|		|	001	|	Жергілікті деңгейде құрылыс саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	15828
	|	468	|		|	Ауданның (облыстық маңызы бар қаланың) сәулет және қала құрылысы бөлімі	|	23578
	|		|	001	|	Жергілікті деңгейде сәулет және қала құрылысы саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	11236
	|		|	003	|	Аудан аумағында қала құрылысын дамыту схемаларын және елді мекендердің бас жоспарларын әзірлеу	|	11642
	|		|	004	|	Мемлекеттік органның күрделі шығыстары	|	700
12	|		|		|	Көлiк және коммуникация	|	367197
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	121
	|		|	045	|	Елді-мекендер көшелеріндегі автомобиль жолдарын күрделі және орташа жөндеу	|	121
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	367076
	|		|	022	|	Көлік инфрақұрылымын дамыту	|	4500
	|		|	023	|	Автомобиль жолдарының жұмыс істеуін қамтамасыз ету	|	31111
	|		|	024	|	Кентiшiлiк (қалаiшiлiк), қала маңындағы ауданiшiлiк қоғамдық жолаушылар тасымалдарын ұйымдастыру	|	2000
	|		|	045	|	Елді-мекендердің көшелерін күрделі және орташа жөндеу	|	329465
13	|		|		|	Басқалар	|	94650
	|	123	|		|	Қаладағы аудан, аудандық маңызы бар қала, кент, ауыл, ауылдық округ әкімінің аппараты	|	48242
	|		|	040	|	"Өңiрлердi дамыту" Бағдарламасы шеңберiнде өңiрлердi экономикалық дамытуға жәрдемдесу бойынша шараларды iске асыру	|	48242
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	20109
	|		|	012	|	Ауданның (облыстық маңызы бар қаланың) жергiлiктi атқарушы органының резервi	|	20109
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	12909
	|		|	001	|	Жергілікті деңгейде тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	12909
	|	493	|		|	Ауданның (облыстық маңызы бар қаланың) кәсіпкерлік, өнеркәсіп және туризм бөлімі	|	13390
	|		|	001	|	Жергілікті деңгейде кәсіпкерлікті, өнеркәсіпті және туризмді дамыту саласындағы мемлекеттік саясатты іске асыру жөніндегі қызметтер	|	13089
	|		|	006	|	Кәсіпкерлік қызметті қолдау	|	301
14	|		|		|	Борышқа қызмет көрсету	|	22
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	22
	|		|	013	|	Жергілікті атқарушы органдардың облыстық бюджеттен қарыздар бойынша сыйақылар мен өзге де төлемдерді төлеу бойынша борышына қызмет көрсету	|	22
15	|		|		|	Трансферттер	|	22929
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	22929
	|		|	006	|	Нысаналы пайдаланылмаған (толық пайдаланылмаған) трансферттерді қайтару	|	14466
	|		|	024	|	Мемлекеттік органдардың функцияларын мемлекеттік басқарудың төмен тұрған деңгейлерінен жоғарғы деңгейлерге беруге байланысты жоғары тұрған бюджеттерге берілетін ағымдағы нысаналы трансферттер	|	8463
	|		|		|	3. Таза бюджеттік кредиттеу	|	171307
	|		|		|	Бюджеттік кредиттер	|	194746
10	|		|		|	Ауыл, су, орман, балық шаруашылығы, ерекше қорғалатын табиғи аумақтар, қоршаған ортаны және жануарлар дүниесін қорғау, жер қатынастары	|	194746
	|	462	|		|	Ауданның (облыстық маңызы бар қаланың) ауыл шаруашылығы бөлімі	|	194746
	|		|	008	|	Мамандарды әлеуметтік қолдау шараларын іске асыруға берілетін бюджеттік кредиттер	|	194746
5	|		|		|	Бюджеттік кредиттерді өтеу	|	23439
	|	01	|		|	Бюджеттік кредиттерді өтеу	|	23439
	|		|	1	|	Мемлекеттік бюджеттен берілген бюджеттік кредиттерді өтеу	|	23439
	|		|		|	4. Қаржы активтерімен жасалатын операциялар бойынша сальдо	|	142799
	|		|		|	Қаржы активтерін сатып алу	|	142799
13	|		|		|	Басқалар	|	142799
	|	458	|		|	Ауданның (облыстық маңызы бар қаланың) тұрғын үй-коммуналдық шаруашылығы, жолаушылар көлігі және автомобиль жолдары бөлімі	|	142799
	|		|	060	|	Мамандандырылған уәкілетті ұйымдардың жарғылық капиталдарын ұлғайту	|	8099
	|		|	065	|	Заңды тұлғалардың жарғылық капиталын қалыптастыру немесе ұлғайту	|	134700
	|		|		|	5. Бюджет тапшылығы (профициті)	|	-248691
	|		|		|	6. Бюджет тапшылығын қаржыландыру (профицитті пайдалану)	|	248691
7	|		|		|	Қарыздар түсімі	|	194737
	|	01	|		|	Мемлекеттік ішкі қарыздар	|	194737
	|		|	2	|	Қарыз алу келісім-шарттары	|	194737
16	|		|		|	Қарыздарды өтеу	|	23439
	|	452	|		|	Ауданның (облыстық маңызы бар қаланың) қаржы бөлімі	|	23439
	|		|	008	|	Жергілікті атқарушы органның жоғары тұрған бюджет алдындағы борышын өтеу	|	23439
8	|		|		|	Бюджет қаражатының пайдаланылатын қалдықтары	|	77393
	|	01	|		|	Бюджет қаражаты қалдықтары	|	77393
	|		|	1	|	Бюджет қаражатының бос қалдықтары	|	77393


