2026-01-24 23:38:10 | INFO | Chunks already exist at /Users/nurlykhan/rag_paper/data/chunks/all_chunks.json
2026-01-24 23:38:10 | INFO | BM25 index already exists at /Users/nurlykhan/rag_paper/data/index/bm25_kaznlp.pkl
2026-01-24 23:38:10 | INFO | FAISS index already exists at /Users/nurlykhan/rag_paper/data/index/faiss_index.faiss
2026-01-24 23:38:10 | INFO | ======================================================================
2026-01-24 23:38:10 | INFO | EXPERIMENT RUN: 20260124_233810
2026-01-24 23:38:10 | INFO | ======================================================================
2026-01-24 23:38:10 | INFO | 
[1/6] Loading questions...
2026-01-24 23:38:10 | INFO |   Loaded 100 questions
2026-01-24 23:38:10 | INFO | 
[2/6] Loading chunk index...
2026-01-24 23:38:10 | INFO |   Index has 12886 documents
2026-01-24 23:38:10 | INFO | 
[3/6] Loading chunks...
2026-01-24 23:38:12 | INFO |   Loaded 263326 chunks in 2.3s
2026-01-24 23:38:12 | INFO | 
[4/6] Loading retrievers...
2026-01-24 23:38:12 | INFO |   Loading BM25 retriever...
2026-01-24 23:38:19 | INFO |     BM25 loaded in 6.6s
2026-01-24 23:38:19 | INFO |   Loading Vector retriever...
2026-01-24 23:38:23 | INFO |     Vector loaded in 3.6s
2026-01-24 23:38:23 | INFO |   Loading Hybrid retriever...
2026-01-24 23:38:36 | INFO |     Hybrid loaded in 13.8s
2026-01-24 23:38:36 | INFO | 
[5/6] Models to evaluate: ['GPT-4o', 'GPT-4o-mini', 'GPT-5', 'GPT-5-mini', 'o1', 'o1-mini']
2026-01-24 23:38:36 | INFO |   Retrieval methods: ['bm25', 'vector', 'hybrid']
2026-01-24 23:38:36 | INFO | 
======================================================================
2026-01-24 23:38:36 | INFO | RETRIEVAL EVALUATION
2026-01-24 23:38:36 | INFO | ======================================================================
2026-01-24 23:39:02 | DEBUG | Q5: Қазақстан Республикасының Экология, геология және ... | Gold: {72434}
2026-01-24 23:39:05 | DEBUG |   bm25: Retrieved [72468, 72467, 67705]... | R@6=0.00
2026-01-24 23:39:05 | DEBUG |   vector: Retrieved [173792, 46978, 195919]... | R@6=0.00
2026-01-24 23:39:09 | DEBUG |   hybrid: Retrieved [72468, 86137, 21231]... | R@6=0.00
2026-01-24 23:39:09 | DEBUG | Q6: Кедендік рәсіммен орналастырылған тауарларды қайта... | Gold: {64177}
2026-01-24 23:39:11 | DEBUG |   bm25: Retrieved [64547, 64501, 64533]... | R@6=0.00
2026-01-24 23:39:12 | DEBUG |   vector: Retrieved [64394, 64592, 64704]... | R@6=0.00
2026-01-24 23:39:15 | DEBUG |   hybrid: Retrieved [64502, 64704, 64496]... | R@6=0.00
2026-01-24 23:39:15 | DEBUG | Q7: Е-собес автоматтандырылған ақпараттық жүйесінің де... | Gold: {58772}
2026-01-24 23:39:17 | DEBUG |   bm25: Retrieved [58808, 209844, 184742]... | R@6=0.00
2026-01-24 23:39:18 | DEBUG |   vector: Retrieved [248461, 184742, 213693]... | R@6=0.00
2026-01-24 23:39:21 | DEBUG |   hybrid: Retrieved [184742, 58808, 184720]... | R@6=0.00
2026-01-24 23:39:21 | DEBUG | Q8: Шартпен шектелетін, тұрақты қоймалық сақталудың бе... | Gold: {36734}
2026-01-24 23:39:24 | DEBUG |   bm25: Retrieved [36770, 36888, 36769]... | R@6=0.00
2026-01-24 23:39:25 | DEBUG |   vector: Retrieved [36770, 36769, 36771]... | R@6=0.00
2026-01-24 23:39:28 | DEBUG |   hybrid: Retrieved [36770, 36769, 36771]... | R@6=0.00
2026-01-24 23:39:28 | DEBUG | Q9: Мемлекеттік білім беру ұйымдарының педагогтеріне б... | Gold: {193979}
2026-01-24 23:39:31 | DEBUG |   bm25: Retrieved [212636, 149103, 193985]... | R@6=0.00
2026-01-24 23:39:32 | DEBUG |   vector: Retrieved [149103, 100714, 100719]... | R@6=0.00
2026-01-24 23:39:35 | DEBUG |   hybrid: Retrieved [149103, 137458, 194576]... | R@6=0.00
2026-01-24 23:39:35 | DEBUG | Q10: Қазақстанда балалар мен емделушілерді тегін және ж... | Gold: {26992}
2026-01-24 23:39:37 | DEBUG |   bm25: Retrieved [159091, 33888, 258902]... | R@6=0.00
2026-01-24 23:39:38 | DEBUG |   vector: Retrieved [262407, 66285, 135355]... | R@6=0.00
2026-01-24 23:39:42 | DEBUG |   hybrid: Retrieved [262407, 159091, 33888]... | R@6=0.00
2026-01-24 23:39:42 | DEBUG | Q11: Бағаланатын адамның НМИ міндеттерін орындау дәреже... | Gold: {178235}
2026-01-24 23:39:45 | DEBUG |   bm25: Retrieved [236821, 207275, 178244]... | R@6=0.00
2026-01-24 23:39:46 | DEBUG |   vector: Retrieved [58226, 20045, 178095]... | R@6=0.00
2026-01-24 23:39:49 | DEBUG |   hybrid: Retrieved [117174, 111454, 178095]... | R@6=0.00
2026-01-24 23:39:49 | DEBUG | Q12: Сазқұндыздардың түк үлпегінің біркелкілігін бағала... | Gold: {194809}
2026-01-24 23:39:51 | DEBUG |   bm25: Retrieved [195090, 195088, 195086]... | R@6=0.00
2026-01-24 23:39:52 | DEBUG |   vector: Retrieved [33021, 39794, 109747]... | R@6=0.00
2026-01-24 23:39:54 | DEBUG |   hybrid: Retrieved [195090, 33021, 195088]... | R@6=0.00
2026-01-24 23:39:54 | DEBUG | Q13: Қазақстандағы жеке меншік мониторингінің мазмұны м... | Gold: {234952}
2026-01-24 23:39:57 | DEBUG |   bm25: Retrieved [73867, 5403, 123343]... | R@6=0.00
2026-01-24 23:39:57 | DEBUG |   vector: Retrieved [234963, 251900, 234971]... | R@6=0.00
2026-01-24 23:40:00 | DEBUG |   hybrid: Retrieved [110404, 73867, 234963]... | R@6=0.00
2026-01-24 23:40:00 | DEBUG | Q14: Бас банк пен еншілес банк арасындағы операциялар қ... | Gold: {22909}
2026-01-24 23:40:02 | DEBUG |   bm25: Retrieved [22910, 22911, 22912]... | R@6=1.00
2026-01-24 23:40:03 | DEBUG |   vector: Retrieved [22913, 22914, 220536]... | R@6=0.00
2026-01-24 23:40:06 | DEBUG |   hybrid: Retrieved [22913, 22914, 22918]... | R@6=0.00
2026-01-24 23:40:06 | DEBUG | Q15: Қазақстан Республикасында құқық қорғау және арнайы... | Gold: {155498}
2026-01-24 23:40:09 | DEBUG |   bm25: Retrieved [213442, 80508, 126795]... | R@6=0.00
2026-01-24 23:40:10 | DEBUG |   vector: Retrieved [225542, 245634, 61796]... | R@6=0.00
2026-01-24 23:40:13 | DEBUG |   hybrid: Retrieved [225542, 213442, 80508]... | R@6=0.00
2026-01-24 23:40:13 | DEBUG | Q16: Кондоминиум объектісін мемлекеттік тіркеу ережесін... | Gold: {111149}
2026-01-24 23:40:15 | DEBUG |   bm25: Retrieved [114562, 114571, 214705]... | R@6=0.00
2026-01-24 23:40:16 | DEBUG |   vector: Retrieved [114562, 212861, 31916]... | R@6=0.00
2026-01-24 23:40:19 | DEBUG |   hybrid: Retrieved [114562, 212861, 114560]... | R@6=0.00
2026-01-24 23:40:19 | DEBUG | Q17: Аудандық деңгейде спорттық жарыстарды өткізу үшін ... | Gold: {8361}
2026-01-24 23:40:21 | DEBUG |   bm25: Retrieved [159203, 49828, 16676]... | R@6=0.00
2026-01-24 23:40:22 | DEBUG |   vector: Retrieved [50194, 152133, 234930]... | R@6=0.00
2026-01-24 23:40:25 | DEBUG |   hybrid: Retrieved [80791, 194042, 20063]... | R@6=0.00
2026-01-24 23:40:25 | DEBUG | Q18: Тимирязев ауданының аумағында қала құрылысын дамыт... | Gold: {7842}
2026-01-24 23:40:28 | DEBUG |   bm25: Retrieved [7851, 89258, 194771]... | R@6=0.00
2026-01-24 23:40:29 | DEBUG |   vector: Retrieved [58262, 62144, 20794]... | R@6=0.00
2026-01-24 23:40:32 | DEBUG |   hybrid: Retrieved [194771, 194770, 58846]... | R@6=0.00
2026-01-24 23:40:32 | DEBUG | Q19: 2,4-Д кислота мен басқа химиялық заттардың концент... | Gold: {24685}
2026-01-24 23:40:34 | DEBUG |   bm25: Retrieved [123208, 123295, 123670]... | R@6=0.00
2026-01-24 23:40:35 | DEBUG |   vector: Retrieved [36216, 123301, 123783]... | R@6=0.00
2026-01-24 23:40:38 | DEBUG |   hybrid: Retrieved [123301, 123783, 123766]... | R@6=0.00
2026-01-24 23:40:38 | DEBUG | Q20: 2012 жылы Қордың жарғылық капиталына қандай мүлікт... | Gold: {56981}
2026-01-24 23:40:40 | DEBUG |   bm25: Retrieved [222900, 57083, 113515]... | R@6=0.00
2026-01-24 23:40:41 | DEBUG |   vector: Retrieved [223216, 223095, 72218]... | R@6=0.00
2026-01-24 23:40:44 | DEBUG |   hybrid: Retrieved [223216, 57603, 57081]... | R@6=0.00
2026-01-24 23:40:44 | DEBUG | Q21: Бірыңғай экономикалық кеңістікті құрудың негізгі қ... | Gold: {61283}
2026-01-24 23:40:45 | DEBUG |   bm25: Retrieved [222441, 222439, 7174]... | R@6=0.00
2026-01-24 23:40:46 | DEBUG |   vector: Retrieved [36436, 36437, 61299]... | R@6=0.00
2026-01-24 23:40:49 | DEBUG |   hybrid: Retrieved [222441, 36437, 61291]... | R@6=0.00
2026-01-24 23:40:49 | DEBUG | Q22: Қазақстан Республикасы Заңының бірінші санаттағы р... | Gold: {132849}
2026-01-24 23:40:51 | DEBUG |   bm25: Retrieved [132983, 84355, 84376]... | R@6=0.00
2026-01-24 23:40:52 | DEBUG |   vector: Retrieved [212334, 84407, 84413]... | R@6=0.00
2026-01-24 23:40:55 | DEBUG |   hybrid: Retrieved [84355, 97717, 97716]... | R@6=0.00
2026-01-24 23:40:55 | DEBUG | Q23: Облыстық бюджеттің алынатын бюджеттік алу сомалары... | Gold: {158554}
2026-01-24 23:40:57 | DEBUG |   bm25: Retrieved [18222, 105057, 158582]... | R@6=0.00
2026-01-24 23:40:57 | DEBUG |   vector: Retrieved [116810, 117361, 257506]... | R@6=0.00
2026-01-24 23:41:00 | DEBUG |   hybrid: Retrieved [116810, 18222, 105057]... | R@6=0.00
2026-01-24 23:41:00 | DEBUG | Q24: Аудан әкімдігі мемлекеттік тілде іс жүргізуді енгі... | Gold: {6985}
2026-01-24 23:41:02 | DEBUG |   bm25: Retrieved [152080, 253741, 242644]... | R@6=0.00
2026-01-24 23:41:03 | DEBUG |   vector: Retrieved [249273, 209764, 127555]... | R@6=0.00
2026-01-24 23:41:07 | DEBUG |   hybrid: Retrieved [46192, 152080, 249273]... | R@6=0.00
2026-01-24 23:41:07 | DEBUG | Q25: Бұл Келісім еңбекші-мигранттарды әлеуметтік қорғау... | Gold: {147847}
2026-01-24 23:41:09 | DEBUG |   bm25: Retrieved [147847, 202377, 147848]... | R@6=1.00
2026-01-24 23:41:10 | DEBUG |   vector: Retrieved [249853, 249855, 147852]... | R@6=0.00
2026-01-24 23:41:13 | DEBUG |   hybrid: Retrieved [147852, 147851, 202377]... | R@6=0.00
2026-01-24 23:41:13 | DEBUG | Q26: Қазақстан Республикасы Инвестициялар және даму мин... | Gold: {52392}
2026-01-24 23:41:16 | DEBUG |   bm25: Retrieved [28831, 242553, 12094]... | R@6=1.00
2026-01-24 23:41:17 | DEBUG |   vector: Retrieved [193263, 96508, 157120]... | R@6=0.00
2026-01-24 23:41:20 | DEBUG |   hybrid: Retrieved [255351, 12095, 242553]... | R@6=0.00
2026-01-24 23:41:20 | DEBUG | Q27: Қазақстанда туысы жоқ адамдарды жерлеу тәртібі қан... | Gold: {188581}
2026-01-24 23:41:22 | DEBUG |   bm25: Retrieved [158540, 261374, 172413]... | R@6=0.00
2026-01-24 23:41:23 | DEBUG |   vector: Retrieved [254215, 188720, 111216]... | R@6=0.00
2026-01-24 23:41:26 | DEBUG |   hybrid: Retrieved [254215, 158540, 261374]... | R@6=0.00
2026-01-24 23:41:26 | DEBUG | Q28: Қатысушы-мемлекет қандай жағдайларда кеме тексеруг... | Gold: {171174}
2026-01-24 23:41:28 | DEBUG |   bm25: Retrieved [165321, 171184, 171186]... | R@6=0.00
2026-01-24 23:41:28 | DEBUG |   vector: Retrieved [171186, 184484, 99339]... | R@6=0.00
2026-01-24 23:41:31 | DEBUG |   hybrid: Retrieved [171186, 171184, 99338]... | R@6=0.00
2026-01-24 23:41:31 | DEBUG | Q29: Әлеуметтік-тұрмыстық қызметтерді ұсыну қандай түрл... | Gold: {184711}
2026-01-24 23:41:33 | DEBUG |   bm25: Retrieved [58829, 209825, 209852]... | R@6=0.00
2026-01-24 23:41:34 | DEBUG |   vector: Retrieved [130291, 58779, 166080]... | R@6=0.00
2026-01-24 23:41:37 | DEBUG |   hybrid: Retrieved [165997, 166049, 184730]... | R@6=0.00
2026-01-24 23:41:37 | DEBUG | Q30: Репо шарттары бойынша бағалы қағаздардың бухгалтер... | Gold: {110473}
2026-01-24 23:41:39 | DEBUG |   bm25: Retrieved [110516, 110517, 61351]... | R@6=0.00
2026-01-24 23:41:40 | DEBUG |   vector: Retrieved [222821, 57546, 113433]... | R@6=0.00
2026-01-24 23:41:43 | DEBUG |   hybrid: Retrieved [110517, 110516, 222821]... | R@6=0.00
2026-01-24 23:41:43 | DEBUG | Q31: Қазақстан Республикасында ұялы байланыс қызметтері... | Gold: {58065}
2026-01-24 23:41:45 | DEBUG |   bm25: Retrieved [58078, 58070, 238929]... | R@6=0.00
2026-01-24 23:41:46 | DEBUG |   vector: Retrieved [58078, 14730, 226914]... | R@6=0.00
2026-01-24 23:41:49 | DEBUG |   hybrid: Retrieved [58078, 238928, 39879]... | R@6=0.00
2026-01-24 23:41:49 | DEBUG | Q32: Мағжан Жұмабаев ауданының 2018 жылға арналған бюдж... | Gold: {118341}
2026-01-24 23:41:52 | DEBUG |   bm25: Retrieved [249750, 249752, 126427]... | R@6=1.00
2026-01-24 23:41:53 | DEBUG |   vector: Retrieved [126428, 185929, 149237]... | R@6=0.00
2026-01-24 23:41:56 | DEBUG |   hybrid: Retrieved [126429, 126428, 118343]... | R@6=0.00
2026-01-24 23:41:56 | DEBUG | Q33: Инженер-картограф мамандығына қойылатын біліктілік... | Gold: {155174}
2026-01-24 23:41:58 | DEBUG |   bm25: Retrieved [155179, 155222, 155216]... | R@6=0.00
2026-01-24 23:41:59 | DEBUG |   vector: Retrieved [155222, 223329, 155216]... | R@6=0.00
2026-01-24 23:42:02 | DEBUG |   hybrid: Retrieved [155222, 155216, 155221]... | R@6=0.00
2026-01-24 23:42:02 | DEBUG | Q34: Комиссияның шешімі қалай қабылданады?... | Gold: {73290}
2026-01-24 23:42:03 | DEBUG |   bm25: Retrieved [127587, 91885, 77182]... | R@6=0.00
2026-01-24 23:42:04 | DEBUG |   vector: Retrieved [1502, 64750, 151752]... | R@6=0.00
2026-01-24 23:42:07 | DEBUG |   hybrid: Retrieved [64750, 63569, 110319]... | R@6=0.00
2026-01-24 23:42:07 | DEBUG | Q35: Қазақстанда мемлекеттік трансферттер қалай есептел... | Gold: {213167}
2026-01-24 23:42:09 | DEBUG |   bm25: Retrieved [123521, 123532, 123550]... | R@6=0.00
2026-01-24 23:42:10 | DEBUG |   vector: Retrieved [121829, 121793, 44494]... | R@6=0.00
2026-01-24 23:42:12 | DEBUG |   hybrid: Retrieved [123521, 121829, 123532]... | R@6=0.00
2026-01-24 23:42:12 | DEBUG | Q36: Теледидар және радио хабарларын тарату үшін радиож... | Gold: {228890}
2026-01-24 23:42:14 | DEBUG |   bm25: Retrieved [30532, 227146, 30536]... | R@6=0.00
2026-01-24 23:42:15 | DEBUG |   vector: Retrieved [30528, 30532, 30499]... | R@6=0.00
2026-01-24 23:42:17 | DEBUG |   hybrid: Retrieved [30532, 30536, 30531]... | R@6=0.00
2026-01-24 23:42:17 | DEBUG | Q37: Неке шарты қандай нысанда жасалуы тиіс және ол қал... | Gold: {1695}
2026-01-24 23:42:19 | DEBUG |   bm25: Retrieved [148520, 160204, 259098]... | R@6=0.00
2026-01-24 23:42:20 | DEBUG |   vector: Retrieved [1709, 226470, 186711]... | R@6=0.00
2026-01-24 23:42:23 | DEBUG |   hybrid: Retrieved [148520, 1709, 186711]... | R@6=0.00
2026-01-24 23:42:23 | DEBUG | Q38: ДСН-кодты беруден бас тарту кезінде көрсетілетін қ... | Gold: {212209}
2026-01-24 23:42:25 | DEBUG |   bm25: Retrieved [212216, 212217, 247881]... | R@6=0.00
2026-01-24 23:42:26 | DEBUG |   vector: Retrieved [212216, 126264, 19826]... | R@6=0.00
2026-01-24 23:42:30 | DEBUG |   hybrid: Retrieved [212216, 247881, 247880]... | R@6=0.00
2026-01-24 23:42:30 | DEBUG | Q39: Қазақстан Республикасының нормативтік құқықтық акт... | Gold: {42071}
2026-01-24 23:42:32 | DEBUG |   bm25: Retrieved [234826, 164773, 62028]... | R@6=0.00
2026-01-24 23:42:33 | DEBUG |   vector: Retrieved [47128, 161844, 46084]... | R@6=0.00
2026-01-24 23:42:36 | DEBUG |   hybrid: Retrieved [161844, 50876, 125052]... | R@6=0.00
2026-01-24 23:42:36 | DEBUG | Q40: Павлов селолық округінің көшелеріне атау беру тура... | Gold: {183888}
2026-01-24 23:42:38 | DEBUG |   bm25: Retrieved [183888, 117037, 229256]... | R@6=1.00
2026-01-24 23:42:39 | DEBUG |   vector: Retrieved [183888, 67258, 23138]... | R@6=1.00
2026-01-24 23:42:43 | DEBUG |   hybrid: Retrieved [183888, 137714, 67258]... | R@6=1.00
2026-01-24 23:42:43 | DEBUG | Q41: Таратылатын банктің қызметі тоқтатылған жағдайда, ... | Gold: {111280}
2026-01-24 23:42:45 | DEBUG |   bm25: Retrieved [111283, 111284, 111282]... | R@6=0.00
2026-01-24 23:42:46 | DEBUG |   vector: Retrieved [209283, 103937, 39961]... | R@6=0.00
2026-01-24 23:42:50 | DEBUG |   hybrid: Retrieved [257438, 111332, 111283]... | R@6=0.00
2026-01-24 23:42:50 | DEBUG | Q42: Қазақстан Республикасы Қарулы Күштерінің жауынгерл... | Gold: {89633}
2026-01-24 23:42:52 | DEBUG |   bm25: Retrieved [92946, 190437, 93012]... | R@6=0.00
2026-01-24 23:42:53 | DEBUG |   vector: Retrieved [207224, 237702, 123506]... | R@6=0.00
2026-01-24 23:42:56 | DEBUG |   hybrid: Retrieved [50976, 218924, 92946]... | R@6=0.00
2026-01-24 23:42:56 | DEBUG | Q43: Қазақстан Республикасында тауарлық және сұйытылған... | Gold: {73177}
2026-01-24 23:42:59 | DEBUG |   bm25: Retrieved [73221, 232400, 73189]... | R@6=0.00
2026-01-24 23:43:00 | DEBUG |   vector: Retrieved [73221, 73222, 73225]... | R@6=0.00
2026-01-24 23:43:03 | DEBUG |   hybrid: Retrieved [73221, 73222, 73225]... | R@6=0.00
2026-01-24 23:43:03 | DEBUG | Q44: Жергілікті атқарушы орган (ЖАО) қандай функциялард... | Gold: {40965}
2026-01-24 23:43:05 | DEBUG |   bm25: Retrieved [51823, 187077, 176466]... | R@6=0.00
2026-01-24 23:43:06 | DEBUG |   vector: Retrieved [51823, 13244, 203696]... | R@6=0.00
2026-01-24 23:43:09 | DEBUG |   hybrid: Retrieved [51823, 51822, 40046]... | R@6=0.00
2026-01-24 23:43:09 | DEBUG | Q45: Қазақстан Республикасы Ауыл шаруашылығы министріні... | Gold: {56731}
2026-01-24 23:43:11 | DEBUG |   bm25: Retrieved [109416, 174148, 205839]... | R@6=0.00
2026-01-24 23:43:12 | DEBUG |   vector: Retrieved [204357, 237679, 158932]... | R@6=0.00
2026-01-24 23:43:15 | DEBUG |   hybrid: Retrieved [94449, 91664, 174148]... | R@6=0.00
2026-01-24 23:43:15 | DEBUG | Q46: Акробатика пәнін оқытуда қандай әдістер мен құралд... | Gold: {197483}
2026-01-24 23:43:17 | DEBUG |   bm25: Retrieved [198313, 223843, 123029]... | R@6=0.00
2026-01-24 23:43:18 | DEBUG |   vector: Retrieved [201311, 198313, 197597]... | R@6=0.00
2026-01-24 23:43:21 | DEBUG |   hybrid: Retrieved [198313, 223843, 201311]... | R@6=0.00
2026-01-24 23:43:21 | DEBUG | Q47: 2016 жылы облыстық бюджеттен дамуға бөлінген нысан... | Gold: {88685}
2026-01-24 23:43:24 | DEBUG |   bm25: Retrieved [220695, 88687, 239760]... | R@6=0.00
2026-01-24 23:43:25 | DEBUG |   vector: Retrieved [88717, 85694, 184631]... | R@6=0.00
2026-01-24 23:43:29 | DEBUG |   hybrid: Retrieved [85694, 88716, 184631]... | R@6=0.00
2026-01-24 23:43:29 | DEBUG | Q48: Қазақстан Республикасының Президенті Жарлығының жо... | Gold: {26923}
2026-01-24 23:43:31 | DEBUG |   bm25: Retrieved [148393, 244182, 238882]... | R@6=0.00
2026-01-24 23:43:32 | DEBUG |   vector: Retrieved [9344, 112247, 17739]... | R@6=0.00
2026-01-24 23:43:35 | DEBUG |   hybrid: Retrieved [148393, 212697, 163389]... | R@6=0.00
2026-01-24 23:43:35 | DEBUG | Q49: Жетім балаларды асырап алған азаматтарға қандай ақ... | Gold: {24428}
2026-01-24 23:43:37 | DEBUG |   bm25: Retrieved [222691, 68574, 81676]... | R@6=0.00
2026-01-24 23:43:38 | DEBUG |   vector: Retrieved [148574, 222686, 148573]... | R@6=0.00
2026-01-24 23:43:41 | DEBUG |   hybrid: Retrieved [12965, 37398, 77667]... | R@6=0.00
2026-01-24 23:43:41 | DEBUG | Q50: Солтүстік Қазақстан облысы Тимирязев ауданы әкімді... | Gold: {100090}
2026-01-24 23:43:44 | DEBUG |   bm25: Retrieved [100091, 230358, 222666]... | R@6=1.00
2026-01-24 23:43:44 | DEBUG |   vector: Retrieved [251042, 62144, 147110]... | R@6=0.00
2026-01-24 23:43:48 | DEBUG |   hybrid: Retrieved [100091, 61905, 222666]... | R@6=0.00
2026-01-24 23:43:48 | DEBUG | Q51: 2022-2024 жылдарға арналған Қызылөзек ауылдық окру... | Gold: {25488}
2026-01-24 23:43:50 | DEBUG |   bm25: Retrieved [161122, 93781, 25488]... | R@6=1.00
2026-01-24 23:43:51 | DEBUG |   vector: Retrieved [238784, 22692, 58421]... | R@6=1.00
2026-01-24 23:43:55 | DEBUG |   hybrid: Retrieved [25488, 58421, 93781]... | R@6=1.00
2026-01-24 23:43:55 | DEBUG | Q52: Жан басына шаққандағы қаржыландыруды іске асырудың... | Gold: {94452}
2026-01-24 23:43:57 | DEBUG |   bm25: Retrieved [80661, 59586, 213545]... | R@6=0.00
2026-01-24 23:43:58 | DEBUG |   vector: Retrieved [156207, 12362, 17792]... | R@6=0.00
2026-01-24 23:44:01 | DEBUG |   hybrid: Retrieved [156207, 80661, 12362]... | R@6=0.00
2026-01-24 23:44:01 | DEBUG | Q53: 2011 жылғы 31 желтоқсанда трансфертті баға түзу бо... | Gold: {222773}
2026-01-24 23:44:03 | DEBUG |   bm25: Retrieved [223191, 113826, 223190]... | R@6=0.00
2026-01-24 23:44:04 | DEBUG |   vector: Retrieved [223190, 110751, 113825]... | R@6=0.00
2026-01-24 23:44:08 | DEBUG |   hybrid: Retrieved [223190, 223191, 110751]... | R@6=0.00
2026-01-24 23:44:08 | DEBUG | Q54: Клотримазолдың Қазақстандағы тіркелген дәрілік ныс... | Gold: {90210}
2026-01-24 23:44:10 | DEBUG |   bm25: Retrieved [154596, 53931, 90664]... | R@6=0.00
2026-01-24 23:44:10 | DEBUG |   vector: Retrieved [82673, 11866, 170364]... | R@6=0.00
2026-01-24 23:44:13 | DEBUG |   hybrid: Retrieved [26529, 170364, 51413]... | R@6=0.00
2026-01-24 23:44:13 | DEBUG | Q55: Мемлекеттік бюджеттен берілген бюджеттік кредиттер... | Gold: {159012}
2026-01-24 23:44:15 | DEBUG |   bm25: Retrieved [93119, 248831, 105062]... | R@6=0.00
2026-01-24 23:44:16 | DEBUG |   vector: Retrieved [66394, 52773, 213268]... | R@6=0.00
2026-01-24 23:44:19 | DEBUG |   hybrid: Retrieved [248831, 213268, 93119]... | R@6=0.00
2026-01-24 23:44:19 | DEBUG | Q56: Клайнфелтер синдромы туралы қандай ақпарат берілге... | Gold: {68638}
2026-01-24 23:44:21 | DEBUG |   bm25: Retrieved [69696, 163260, 69697]... | R@6=0.00
2026-01-24 23:44:22 | DEBUG |   vector: Retrieved [69324, 69330, 248165]... | R@6=0.00
2026-01-24 23:44:25 | DEBUG |   hybrid: Retrieved [220425, 69330, 163186]... | R@6=0.00
